Interaction_ID,Interaction_Type,Interaction_Outcome,Follow_Up_Required,Interaction_Channel,Follow_Up_Date,Customer_ID,Agent_ID
4650,In-Person,Resolved,Yes,Call,10/27/2024,7116,5439
5959,In-Person,In-Progress,No,Call,10/20/2024,9689,6513
8102,Chat,Pending,No,Email,10/29/2024,4864,2915
7787,In-Person,Pending,No,Web Chat,N/A,5327,5751
8564,Email,In-Progress,Yes,In-Person,10/18/2024,4575,4515
6651,Phone,Escalated,Yes,In-Person,10/22/2024,6624,5836
9403,Email,Resolved,No,Web Chat,10/27/2024,5358,6617
7863,Email,Escalated,Yes,Web Chat,N/A,9584,6363
8768,In-Person,Resolved,Yes,In-Person,N/A,4354,7587
7100,Email,Escalated,No,Web Chat,N/A,4808,2796
2902,Phone,Pending,No,In-Person,10/19/2024,6757,4615
6004,Email,Resolved,No,Call,10/11/2024,7906,1706
2987,Phone,Resolved,Yes,Email,N/A,9759,6900
5790,Email,Escalated,Yes,Web Chat,N/A,9881,8177
3299,Phone,In-Progress,Yes,Call,N/A,9261,6110
3396,Chat,Resolved,Yes,Web Chat,10/30/2024,7909,3569
4120,Email,Escalated,No,In-Person,N/A,5157,8183
6216,Chat,In-Progress,Yes,In-Person,N/A,9653,5125
9042,Phone,In-Progress,No,In-Person,N/A,6413,8660
3279,Chat,Pending,Yes,Web Chat,N/A,9128,2335
8755,Phone,Pending,Yes,In-Person,10/24/2024,9961,8432
7726,Email,Resolved,No,Call,10/30/2024,4180,8312
6395,Phone,In-Progress,No,Email,N/A,5841,9159
9719,Phone,Resolved,No,Web Chat,11/2/2024,3470,4877
2685,Email,Escalated,No,In-Person,10/30/2024,5736,7047
6062,In-Person,Resolved,No,Call,N/A,6155,3148
3882,Chat,Escalated,No,In-Person,10/15/2024,7172,9794
5991,In-Person,Pending,No,In-Person,N/A,7805,1265
6878,In-Person,In-Progress,No,Web Chat,10/23/2024,6424,6742
5852,In-Person,Pending,No,Call,10/15/2024,6705,3874
5248,In-Person,Pending,Yes,In-Person,N/A,8864,2399
6304,In-Person,Escalated,No,Email,11/4/2024,7201,2341
9213,Chat,Pending,Yes,Email,10/28/2024,8276,1143
7511,In-Person,Pending,Yes,Email,11/2/2024,7383,9632
2350,Phone,Pending,Yes,Call,10/12/2024,5105,9834
3695,In-Person,In-Progress,Yes,In-Person,10/22/2024,8601,2842
4865,Phone,Resolved,Yes,Web Chat,11/1/2024,5068,6045
6877,Phone,Escalated,No,Email,N/A,5101,1598
7442,Phone,Escalated,No,Web Chat,N/A,8755,7575
9433,Phone,Resolved,No,In-Person,N/A,4526,6659
7350,Email,In-Progress,No,In-Person,N/A,9925,8262
3842,In-Person,Pending,No,In-Person,10/31/2024,6433,7142
6110,Chat,Escalated,No,Web Chat,10/10/2024,8110,9630
8031,Chat,In-Progress,No,Web Chat,N/A,9487,6794
5721,In-Person,Escalated,Yes,Email,N/A,5659,9634
4016,Chat,Escalated,No,Email,N/A,3242,3178
7533,Phone,Resolved,Yes,In-Person,11/2/2024,6551,2071
4971,Email,Pending,Yes,Web Chat,10/15/2024,4207,2389
2806,In-Person,Resolved,Yes,Email,10/18/2024,9945,9031
9493,In-Person,Pending,No,In-Person,10/12/2024,4796,6248
9361,Chat,Escalated,Yes,Web Chat,N/A,4212,1384
3087,Email,Resolved,Yes,Call,11/6/2024,7986,3375
9802,Email,In-Progress,Yes,Email,N/A,4084,8298
2401,In-Person,Pending,No,Web Chat,10/17/2024,5521,8055
9507,Email,Resolved,No,In-Person,N/A,5081,2324
5030,In-Person,Pending,Yes,Email,11/6/2024,9806,9206
4393,Phone,Pending,No,Call,10/31/2024,4190,3817
3020,Email,Pending,No,In-Person,10/16/2024,8093,3683
2014,In-Person,Pending,No,Email,11/4/2024,7614,8089
5268,Email,Escalated,Yes,Email,N/A,3740,2846
5165,Chat,Resolved,No,Call,N/A,4634,5994
7897,Chat,Pending,Yes,Call,N/A,3729,7431
8313,Chat,Pending,No,In-Person,N/A,6694,7046
2498,Chat,Pending,No,Call,10/18/2024,9498,5838
6929,In-Person,Resolved,Yes,Call,N/A,6493,8543
6416,Email,Pending,No,In-Person,N/A,6272,1352
4555,Email,In-Progress,Yes,Web Chat,N/A,5954,7315
8648,In-Person,Resolved,No,Web Chat,10/11/2024,5823,4299
3621,Phone,Resolved,No,In-Person,10/12/2024,7231,8394
2359,In-Person,Pending,No,Call,N/A,6886,6694
3758,Email,Escalated,No,Call,N/A,7293,1996
4152,In-Person,Resolved,No,Email,10/15/2024,3483,6975
9429,Email,Pending,Yes,Web Chat,10/29/2024,8123,7394
6903,Phone,Resolved,No,In-Person,N/A,5380,8856
3467,In-Person,Pending,Yes,In-Person,N/A,6860,1246
4300,Phone,In-Progress,No,Call,11/4/2024,5977,7057
7377,Email,Pending,No,Call,10/26/2024,4334,5375
5516,Email,Resolved,Yes,In-Person,N/A,4640,7705
2751,Phone,Escalated,Yes,In-Person,N/A,7302,9002
3828,Phone,Resolved,No,Web Chat,N/A,5048,4734
8382,Chat,Resolved,Yes,In-Person,10/26/2024,6602,6692
6356,Email,Resolved,Yes,In-Person,10/21/2024,4607,7563
4875,Chat,Pending,Yes,Call,N/A,3430,3903
5964,Chat,Escalated,Yes,Call,N/A,4257,1090
5116,In-Person,Pending,No,Web Chat,N/A,8787,8865
9453,Email,In-Progress,No,Call,N/A,7357,8414
7574,Email,Resolved,Yes,Call,N/A,7244,9037
6091,Phone,In-Progress,No,In-Person,10/11/2024,3757,9527
5599,Phone,Resolved,No,In-Person,N/A,5800,4778
5267,Email,Escalated,No,Call,N/A,3925,5613
2581,Chat,Resolved,Yes,Call,N/A,3614,6480
2484,Email,In-Progress,Yes,Web Chat,11/5/2024,9617,2281
7833,Phone,In-Progress,Yes,Call,10/10/2024,7607,1563
3729,Chat,Pending,No,Email,10/14/2024,8809,2202
6841,In-Person,Resolved,No,In-Person,N/A,9282,3745
6068,Chat,Pending,Yes,In-Person,N/A,6935,5514
5714,Chat,Resolved,Yes,Email,10/20/2024,7821,4664
2685,In-Person,Pending,Yes,In-Person,10/24/2024,9159,3054
7555,Phone,Pending,No,Call,N/A,5020,6851
4253,In-Person,Resolved,No,Call,10/19/2024,8844,4179
3003,In-Person,Pending,No,Call,N/A,4061,4565
9600,Chat,Pending,Yes,Call,N/A,9337,2405
8172,Phone,Resolved,Yes,Web Chat,N/A,8707,2820
7711,Chat,Resolved,Yes,Call,10/21/2024,7920,9840
7005,Chat,In-Progress,No,Email,10/17/2024,3361,5595
5946,Email,Escalated,Yes,Call,N/A,7770,3480
6530,In-Person,Resolved,No,Email,N/A,3928,2939
9777,Email,In-Progress,Yes,Web Chat,10/16/2024,9084,5846
8882,Chat,In-Progress,No,Call,10/24/2024,9500,5341
7514,Email,Escalated,No,Web Chat,N/A,8320,5749
6150,Chat,In-Progress,Yes,Web Chat,N/A,3320,9337
7079,Chat,Escalated,No,Call,10/30/2024,6723,1627
5414,In-Person,Resolved,Yes,Call,N/A,7566,9296
3781,Phone,Resolved,No,Email,11/6/2024,8400,2925
2841,In-Person,Resolved,No,Call,N/A,6214,9812
9403,In-Person,In-Progress,Yes,Email,10/16/2024,6728,5207
5310,Email,Escalated,No,In-Person,N/A,3572,3248
3810,Phone,Resolved,Yes,In-Person,N/A,7703,4731
9923,Email,Pending,No,Call,N/A,9291,6900
8478,In-Person,Escalated,Yes,Call,10/21/2024,7695,2037
2192,Email,Resolved,Yes,In-Person,10/25/2024,9037,6364
9792,Phone,Resolved,No,Call,N/A,9332,9962
5985,Chat,Escalated,No,Call,N/A,7052,8652
5616,Email,Pending,No,Web Chat,N/A,5496,7796
5304,Email,In-Progress,Yes,Email,N/A,6409,7047
4930,Email,Resolved,Yes,Web Chat,N/A,5079,4647
8044,Chat,Escalated,No,In-Person,N/A,4258,7964
3245,Phone,In-Progress,No,In-Person,11/3/2024,3608,5741
8925,Chat,Resolved,No,Email,N/A,8464,1290
9080,Chat,In-Progress,Yes,Email,N/A,5649,5478
3331,Chat,Escalated,Yes,Web Chat,N/A,4403,6756
9086,Chat,Pending,No,Web Chat,N/A,9979,6551
5357,Phone,Escalated,No,In-Person,10/22/2024,8739,2530
4304,Email,Escalated,No,Web Chat,N/A,5294,7147
4201,Email,Resolved,No,In-Person,N/A,3909,5324
7776,Phone,Escalated,Yes,Web Chat,N/A,9423,1993
4033,In-Person,In-Progress,No,Call,N/A,5398,4887
4632,Chat,Resolved,No,In-Person,10/24/2024,3066,1238
5400,Chat,Pending,Yes,Web Chat,N/A,3711,1233
9834,Phone,In-Progress,Yes,In-Person,N/A,6758,1234
7319,Chat,In-Progress,No,In-Person,N/A,4937,7956
5190,Chat,Resolved,No,In-Person,10/30/2024,4967,3658
8330,Chat,In-Progress,Yes,Call,10/29/2024,8400,9881
4560,Chat,Pending,No,Email,N/A,9842,2612
8366,In-Person,Resolved,No,Call,10/22/2024,8063,2170
9812,Email,Pending,Yes,Web Chat,N/A,5552,4898
8542,Phone,Escalated,No,In-Person,N/A,8028,2540
2569,Phone,Escalated,No,Call,N/A,8540,6817
4099,Chat,Pending,Yes,Web Chat,10/17/2024,9710,1117
5354,Chat,In-Progress,Yes,In-Person,N/A,3695,2227
9263,In-Person,Pending,Yes,Email,N/A,4999,9020
3670,Chat,In-Progress,No,Web Chat,10/29/2024,7075,6551
5225,Email,Escalated,Yes,Email,10/10/2024,7861,7024
3318,Phone,Resolved,No,Call,N/A,8301,6234
7085,In-Person,In-Progress,No,Web Chat,N/A,7357,7654
6019,Chat,Pending,No,Web Chat,10/24/2024,9740,3878
2173,Chat,Pending,Yes,Call,10/11/2024,9700,7161
2308,In-Person,In-Progress,Yes,Email,N/A,8097,8491
5846,Email,Resolved,No,Email,N/A,3584,9912
6792,Chat,Resolved,No,In-Person,N/A,6623,5097
4275,Chat,In-Progress,No,Email,N/A,9248,6275
2301,Chat,In-Progress,No,Email,N/A,7600,6777
4523,Phone,Pending,No,Web Chat,N/A,8772,3314
3888,Email,Resolved,Yes,Email,N/A,5329,4380
5830,Email,Pending,Yes,Web Chat,10/31/2024,6159,6406
4372,Chat,Escalated,No,In-Person,N/A,6643,3043
8061,Email,In-Progress,Yes,In-Person,11/2/2024,8876,2916
5897,Phone,Escalated,Yes,Email,10/31/2024,3142,4069
7732,Chat,Escalated,No,Email,N/A,4820,7625
6288,In-Person,Pending,No,Call,10/15/2024,8953,9151
5991,Email,Pending,No,In-Person,11/7/2024,6921,5539
6364,Phone,Pending,No,In-Person,11/5/2024,6749,5641
3503,In-Person,Resolved,No,Call,N/A,4659,4722
3235,Chat,Escalated,Yes,Email,11/2/2024,3621,1040
6510,In-Person,Escalated,Yes,Web Chat,N/A,4942,1915
2034,Chat,In-Progress,No,Web Chat,10/12/2024,3652,2337
8982,Phone,Escalated,No,Call,N/A,9369,3453
8908,In-Person,In-Progress,Yes,Email,10/9/2024,6534,6460
2719,Email,Resolved,Yes,Email,N/A,8600,9024
5024,In-Person,In-Progress,No,Call,10/15/2024,4622,3154
8076,Email,Pending,Yes,In-Person,N/A,9877,7875
7502,In-Person,In-Progress,No,Email,N/A,4321,2324
9326,In-Person,Escalated,No,Web Chat,N/A,7542,4390
6507,Phone,Pending,Yes,Email,N/A,8847,6587
5410,Phone,Escalated,Yes,Call,10/12/2024,3710,8727
6710,In-Person,Escalated,No,Web Chat,10/28/2024,7884,1256
9878,Phone,Resolved,Yes,Email,10/21/2024,3544,6940
7972,In-Person,Escalated,Yes,In-Person,10/26/2024,8123,2971
9489,Email,Resolved,No,Call,10/23/2024,3953,3947
3430,Chat,Resolved,No,In-Person,N/A,3059,1662
5606,Email,Pending,No,Email,10/31/2024,4077,5043
3458,Phone,Pending,Yes,Web Chat,N/A,9609,1430
8347,Phone,In-Progress,Yes,Email,N/A,4829,7481
4270,Chat,Escalated,No,Web Chat,N/A,5063,9756
3984,In-Person,Escalated,No,In-Person,N/A,4692,7781
7749,Email,In-Progress,No,Call,N/A,4618,2436
3634,Email,Escalated,Yes,Web Chat,11/5/2024,3491,8783
7272,In-Person,In-Progress,No,Call,10/19/2024,8951,9787
6302,In-Person,Resolved,No,Call,N/A,6579,4748
5443,Chat,Pending,No,Web Chat,N/A,9367,2970
2423,Email,Resolved,Yes,In-Person,N/A,6748,4927
2596,Chat,Escalated,Yes,In-Person,N/A,3421,5634
7646,Phone,Resolved,No,Email,11/4/2024,6630,9903
9378,Phone,Pending,No,In-Person,N/A,3508,2603
9574,In-Person,Pending,No,Web Chat,N/A,9064,3541
6379,Phone,Escalated,No,Call,N/A,3562,4917
6368,Chat,Resolved,Yes,Email,N/A,5383,9465
5579,Email,In-Progress,No,Web Chat,N/A,6249,7400
9437,Chat,Resolved,No,Web Chat,10/17/2024,3296,6241
7347,Phone,In-Progress,Yes,Email,N/A,5010,5490
2461,Chat,Pending,Yes,Web Chat,10/23/2024,9399,7949
5440,Email,Resolved,No,Web Chat,N/A,5122,6313
2916,Phone,Escalated,Yes,Web Chat,N/A,7845,6494
3093,Phone,Resolved,No,Email,11/1/2024,3079,1651
7270,In-Person,In-Progress,No,Call,11/6/2024,4482,2898
6950,Email,Resolved,No,In-Person,10/28/2024,6363,2235
2087,Phone,In-Progress,Yes,In-Person,10/10/2024,6782,5823
2168,In-Person,In-Progress,No,Web Chat,N/A,5347,9780
3110,Chat,In-Progress,No,Web Chat,10/27/2024,3098,5979
3979,Phone,Escalated,No,Call,11/7/2024,6523,8498
2774,In-Person,Resolved,No,Call,10/13/2024,4969,7849
3737,Chat,Pending,No,Call,10/11/2024,3020,1367
8924,Email,In-Progress,Yes,Call,N/A,3059,2805
4150,Phone,Pending,No,In-Person,N/A,6939,7269
4247,Chat,In-Progress,No,In-Person,N/A,7627,3906
2316,In-Person,Escalated,Yes,In-Person,N/A,9632,1002
4386,Phone,Resolved,Yes,Email,N/A,6027,4331
2446,Email,Resolved,Yes,Email,10/17/2024,9954,3117
2786,Phone,Pending,No,Call,10/9/2024,7874,1972
5905,Email,In-Progress,No,Web Chat,10/28/2024,6254,5337
2928,Phone,Resolved,No,Web Chat,N/A,9011,6706
3912,Chat,Resolved,Yes,Email,N/A,7149,7793
5567,Email,Resolved,No,Web Chat,11/5/2024,5615,1037
4148,Phone,In-Progress,Yes,Email,N/A,5053,1145
5475,Email,Pending,Yes,Email,N/A,5990,7067
4984,Phone,Resolved,Yes,Email,N/A,3790,6351
2961,Chat,In-Progress,Yes,Web Chat,N/A,7349,7291
4321,Email,Pending,Yes,Call,10/31/2024,3173,1122
5300,In-Person,Escalated,Yes,Email,10/28/2024,8128,3719
7938,Chat,Escalated,No,Email,N/A,3256,6888
7958,Chat,In-Progress,No,In-Person,N/A,5770,8784
3056,Chat,In-Progress,Yes,Web Chat,10/21/2024,4592,2196
9487,Email,In-Progress,Yes,Email,N/A,9952,2520
6375,In-Person,In-Progress,No,Email,10/31/2024,4059,6753
8317,In-Person,Pending,Yes,Call,N/A,7125,3292
5136,Email,Resolved,Yes,In-Person,10/14/2024,6500,4288
8577,Phone,Escalated,Yes,Email,N/A,5726,4668
9275,In-Person,Resolved,Yes,Call,11/3/2024,5753,7469
5353,Email,Resolved,Yes,Call,10/18/2024,8888,5106
9181,Chat,Resolved,Yes,Web Chat,10/10/2024,8578,7113
8940,Chat,In-Progress,Yes,Call,10/15/2024,5152,7730
7878,Phone,In-Progress,Yes,In-Person,N/A,7339,8817
5617,Phone,Resolved,No,Web Chat,N/A,5601,7544
5996,Email,Escalated,No,Email,10/24/2024,9254,1435
9570,Phone,Pending,Yes,In-Person,N/A,4143,6095
5692,In-Person,Pending,No,Email,10/16/2024,4243,6930
5281,Phone,Pending,Yes,Email,10/19/2024,6514,4637
9485,Email,In-Progress,Yes,In-Person,N/A,5056,4167
6587,Email,Escalated,No,Web Chat,10/20/2024,6194,9795
4134,In-Person,Escalated,No,Email,N/A,4206,1481
9313,Email,In-Progress,No,Email,N/A,4503,9790
9111,Email,Pending,Yes,Call,10/12/2024,9787,1425
8949,Email,Pending,No,Call,N/A,6680,7730
7912,Email,Escalated,No,Email,10/16/2024,7241,6871
4250,Chat,Resolved,Yes,In-Person,11/1/2024,6362,6752
9287,Chat,Pending,No,Call,11/4/2024,9958,2326
8507,Email,Resolved,Yes,Call,11/1/2024,5769,5598
9094,In-Person,In-Progress,Yes,Email,N/A,7803,5665
8335,Email,Escalated,Yes,Email,N/A,3191,6442
9984,Phone,In-Progress,No,Call,10/19/2024,6443,6277
3090,Chat,Resolved,No,Email,N/A,7999,1266
9344,In-Person,Escalated,Yes,Email,N/A,8595,6728
6658,In-Person,Resolved,Yes,Web Chat,10/10/2024,9016,8539
9874,Chat,Escalated,No,In-Person,N/A,5028,9840
4195,Email,In-Progress,No,Call,10/12/2024,8727,2174
7414,Phone,Resolved,No,Web Chat,10/10/2024,6127,6447
7955,Chat,Escalated,No,Email,11/2/2024,6757,4741
2320,Phone,Escalated,No,Email,10/11/2024,3478,7726
5521,Phone,In-Progress,No,Email,10/31/2024,9156,7987
5626,Email,Pending,Yes,Email,N/A,3312,9952
9390,Chat,Escalated,No,Call,10/30/2024,6782,7034
9276,Chat,Pending,Yes,In-Person,10/12/2024,9811,1712
5206,Email,Resolved,Yes,Web Chat,10/24/2024,5581,9051
9344,Phone,Pending,Yes,Call,10/10/2024,9569,1167
5161,Chat,Escalated,No,In-Person,11/6/2024,8489,1805
6127,Email,In-Progress,No,In-Person,10/25/2024,3021,5552
5203,Email,In-Progress,No,In-Person,N/A,6976,1827
5479,Phone,Escalated,No,In-Person,11/7/2024,6203,9308
5135,In-Person,Resolved,No,Email,10/29/2024,8249,8117
9082,Phone,Pending,No,Call,10/14/2024,3724,6752
6081,Phone,Escalated,No,Email,11/7/2024,8006,2053
3367,In-Person,Resolved,No,Call,N/A,6360,9412
3625,Phone,Resolved,Yes,Web Chat,N/A,9700,7194
6866,In-Person,In-Progress,Yes,In-Person,N/A,5486,5002
3781,Chat,Pending,No,Web Chat,N/A,7678,9960
7452,Phone,Escalated,Yes,Web Chat,N/A,4409,9179
2820,Email,Pending,Yes,Email,10/17/2024,4670,4623
8659,Chat,Resolved,No,In-Person,10/27/2024,4173,7838
5253,Phone,In-Progress,No,Web Chat,N/A,5007,1196
6330,Phone,In-Progress,Yes,Web Chat,N/A,4450,1399
6924,Phone,Resolved,Yes,In-Person,N/A,8828,6552
8454,Phone,Pending,Yes,Web Chat,N/A,6029,5169
8706,Email,Escalated,No,Call,N/A,4208,3732
2957,In-Person,In-Progress,No,Web Chat,10/19/2024,3547,9590
4594,In-Person,Pending,No,Email,N/A,3715,9015
5358,Phone,In-Progress,No,Web Chat,11/1/2024,7569,1987
6362,Email,Resolved,Yes,In-Person,N/A,4240,3969
3810,Phone,Resolved,Yes,In-Person,10/16/2024,9330,1147
3653,Chat,Resolved,No,Web Chat,10/19/2024,5666,4048
7825,Phone,Resolved,Yes,Web Chat,N/A,7146,1015
5125,Email,Resolved,Yes,In-Person,10/12/2024,7348,1375
5931,Email,Pending,Yes,In-Person,N/A,4178,2234
8271,Email,Pending,Yes,In-Person,11/3/2024,7257,1888
6159,Email,Pending,Yes,Web Chat,10/10/2024,8946,1338
3489,Chat,In-Progress,No,Email,10/14/2024,6667,9972
5613,Email,In-Progress,Yes,Web Chat,10/11/2024,6074,9797
6135,Phone,Resolved,No,Call,10/11/2024,6299,1482
6457,Chat,Resolved,Yes,In-Person,N/A,7842,9265
8602,Phone,Resolved,No,Email,10/30/2024,7281,5877
6870,Email,In-Progress,No,Email,N/A,8071,1465
9126,In-Person,Pending,Yes,Email,10/27/2024,4516,3541
8985,Chat,Escalated,Yes,Web Chat,10/23/2024,4600,2506
7776,Chat,Resolved,No,Email,10/16/2024,4879,8231
6902,Email,Resolved,No,In-Person,N/A,8951,3454
8770,Email,In-Progress,No,Call,N/A,7101,8645
6534,Email,Pending,No,Email,N/A,4803,1571
3726,Phone,Escalated,Yes,Web Chat,10/13/2024,5014,1164
9928,In-Person,Resolved,Yes,Email,10/28/2024,3844,9801
9671,In-Person,Pending,No,Call,N/A,4525,8998
9138,Chat,Resolved,Yes,Call,N/A,6308,2016
8081,Email,Resolved,Yes,In-Person,N/A,3445,6208
8665,Phone,Resolved,No,Email,N/A,3200,8137
4620,Chat,Escalated,No,Call,N/A,3029,4702
3182,Chat,Resolved,No,Call,N/A,3057,5662
8200,Phone,Escalated,Yes,In-Person,N/A,6719,2022
4021,Chat,Pending,No,Email,11/5/2024,5643,3925
6868,In-Person,In-Progress,Yes,Email,10/16/2024,9830,2963
9890,Email,Resolved,Yes,Web Chat,N/A,5590,1615
9089,Email,Escalated,No,Web Chat,N/A,4679,5414
2016,In-Person,Resolved,Yes,Email,N/A,6085,4013
7934,Email,Pending,No,Call,10/23/2024,5463,7120
7792,Email,Pending,Yes,Web Chat,11/7/2024,5299,3838
3603,Chat,Pending,No,Call,N/A,9380,1499
5358,Phone,Escalated,Yes,Email,N/A,7859,1802
3998,In-Person,Pending,No,Call,N/A,3559,1668
9323,Email,In-Progress,Yes,In-Person,N/A,7778,1188
3295,Chat,In-Progress,No,Email,11/6/2024,9745,4352
4029,Email,Escalated,Yes,Email,N/A,6726,2060
7035,Phone,Resolved,No,Email,10/10/2024,8635,4720
9055,In-Person,Resolved,No,Call,N/A,6506,7502
3615,In-Person,Escalated,No,Email,N/A,9650,1785
2050,In-Person,Escalated,Yes,Call,10/26/2024,5990,7643
3525,Email,Resolved,Yes,Web Chat,11/5/2024,5220,6504
3201,Email,Resolved,No,Call,N/A,7063,3596
9615,In-Person,In-Progress,Yes,Web Chat,N/A,4108,5336
8300,In-Person,Escalated,Yes,In-Person,10/22/2024,3059,4291
8586,Email,In-Progress,No,Email,N/A,3263,9356
2334,Chat,Escalated,Yes,Call,10/9/2024,7021,9437
9849,Phone,Resolved,No,Email,10/15/2024,8851,5974
7270,Chat,Resolved,Yes,Email,10/26/2024,3446,4945
5785,Chat,Resolved,No,Web Chat,10/9/2024,8762,2828
6438,Email,Escalated,Yes,Call,10/12/2024,7710,3815
7939,Phone,Resolved,No,Email,N/A,8752,6646
4890,Email,Escalated,No,Email,N/A,6079,6411
9832,Chat,Resolved,No,Email,N/A,6010,7543
8245,Phone,Pending,No,Email,11/5/2024,8786,8041
4680,Email,In-Progress,No,In-Person,10/19/2024,9693,5977
5868,Phone,Resolved,Yes,In-Person,10/27/2024,4989,4562
2529,Chat,Escalated,No,Email,10/20/2024,8609,1056
6414,Chat,Resolved,No,In-Person,10/11/2024,4465,9851
4237,In-Person,Resolved,No,Web Chat,10/31/2024,9710,4148
3617,Email,In-Progress,Yes,Email,N/A,3786,3185
6144,Chat,Escalated,No,Call,10/15/2024,7476,6737
9257,In-Person,Pending,Yes,In-Person,10/12/2024,3521,1270
9301,Email,Escalated,No,Call,11/6/2024,3524,6683
9888,Email,Resolved,No,In-Person,N/A,6647,5110
5460,Phone,Escalated,Yes,Web Chat,10/16/2024,6265,9787
7292,In-Person,Pending,Yes,In-Person,10/13/2024,8264,7436
5065,In-Person,Escalated,Yes,In-Person,10/17/2024,8273,2204
4898,Chat,Resolved,No,Call,11/2/2024,6516,5717
5187,In-Person,Pending,Yes,In-Person,10/19/2024,3885,4350
8133,Email,In-Progress,No,Email,10/13/2024,3042,1868
6726,Phone,Escalated,Yes,In-Person,N/A,8351,9214
9726,Email,In-Progress,No,In-Person,N/A,8266,2049
3598,Email,In-Progress,No,Email,N/A,8279,8803
4907,Phone,Resolved,Yes,In-Person,11/6/2024,3553,1703
4083,Email,Escalated,No,Email,N/A,5048,3891
6407,Chat,Escalated,Yes,Call,N/A,5298,5888
6972,In-Person,In-Progress,No,Email,N/A,4775,1186
7991,Email,In-Progress,Yes,Web Chat,N/A,3906,3630
9389,Chat,Resolved,Yes,In-Person,N/A,8045,4478
9157,Phone,Escalated,Yes,In-Person,N/A,4982,5271
9671,Email,Escalated,Yes,Web Chat,10/18/2024,3285,2669
2920,Chat,Pending,Yes,Call,N/A,8928,2054
4275,Phone,Pending,Yes,In-Person,10/25/2024,9354,5663
8559,Email,Resolved,Yes,Email,N/A,9047,8369
4829,Chat,Escalated,No,Email,N/A,7169,1777
6932,Email,Escalated,Yes,Call,N/A,5325,8578
9228,In-Person,Resolved,No,In-Person,N/A,8709,8880
2326,Phone,Resolved,No,In-Person,N/A,8259,1298
8234,Chat,Escalated,Yes,Call,10/25/2024,5197,3792
6258,Email,Escalated,Yes,Call,N/A,3762,6049
6181,In-Person,Escalated,Yes,Email,10/13/2024,8985,3612
4358,Email,Pending,Yes,Call,10/19/2024,9138,4479
2629,Chat,Resolved,No,Email,11/1/2024,3388,2744
7096,In-Person,Resolved,Yes,In-Person,N/A,9977,1629
9786,In-Person,Resolved,No,In-Person,11/7/2024,6772,7532
4740,In-Person,Escalated,Yes,Call,11/5/2024,6540,4615
8431,Chat,Escalated,No,Web Chat,10/24/2024,5936,2528
8859,Phone,Escalated,Yes,In-Person,N/A,4916,3067
6687,In-Person,Resolved,Yes,In-Person,11/4/2024,7915,6195
8675,In-Person,Resolved,Yes,Web Chat,N/A,8501,3417
4021,In-Person,In-Progress,No,Call,10/16/2024,4136,4666
8887,Phone,Resolved,Yes,Call,10/12/2024,5362,1964
4295,In-Person,In-Progress,Yes,Email,N/A,9014,8776
2754,Email,Escalated,No,Call,N/A,7589,5023
9703,Chat,Pending,Yes,Email,10/20/2024,9152,2564
3983,Phone,Resolved,Yes,Call,11/4/2024,6076,4468
2974,In-Person,In-Progress,No,Web Chat,10/20/2024,7087,2160
7782,Phone,Pending,No,Call,11/5/2024,4944,6331
9330,Phone,Resolved,Yes,In-Person,N/A,5611,8895
3824,In-Person,Pending,No,Call,10/26/2024,5018,6791
4701,Chat,Escalated,No,Web Chat,N/A,6503,5048
8538,In-Person,In-Progress,No,Call,10/9/2024,8980,7933
5501,Email,Pending,Yes,Call,N/A,9247,1843
7652,Email,Escalated,Yes,Web Chat,10/30/2024,4054,8210
3989,Phone,Resolved,No,Call,10/29/2024,9818,1935
6746,Email,Resolved,Yes,Web Chat,11/6/2024,4988,5490
6395,Email,In-Progress,No,Web Chat,N/A,4359,7092
2220,In-Person,Escalated,No,Email,10/21/2024,7285,8479
8876,Email,Escalated,No,In-Person,N/A,7058,4446
8922,Chat,Resolved,Yes,Email,N/A,7167,3771
4887,In-Person,Escalated,Yes,Call,N/A,8909,6000
3966,In-Person,Resolved,Yes,Email,11/7/2024,8747,9779
8971,In-Person,Escalated,Yes,Call,N/A,7523,2046
2794,In-Person,Resolved,No,In-Person,10/26/2024,4404,8969
4247,Phone,Resolved,Yes,Call,10/11/2024,5460,4534
8384,Chat,Escalated,Yes,Web Chat,10/24/2024,5013,4437
5474,Chat,Escalated,Yes,Call,N/A,9858,5588
7470,In-Person,Pending,No,Email,N/A,5058,9091
2101,Email,Resolved,No,Call,N/A,5401,7732
3554,Phone,Escalated,Yes,Call,10/31/2024,7854,5793
8269,Chat,Escalated,No,In-Person,N/A,7508,7195
9083,Phone,Escalated,No,Email,10/31/2024,9593,4111
6257,Chat,Pending,Yes,In-Person,11/7/2024,9798,9394
2095,Chat,Resolved,No,Email,10/30/2024,9154,7070
5478,In-Person,Resolved,Yes,Email,10/27/2024,5441,9797
7217,In-Person,Escalated,No,Call,11/4/2024,7579,1352
2771,Phone,Resolved,No,In-Person,N/A,8644,9911
8643,Phone,In-Progress,No,Web Chat,10/25/2024,4605,5014
4564,Chat,Resolved,No,Web Chat,10/24/2024,5475,6225
3571,Chat,Escalated,No,Call,10/28/2024,7911,8575
9831,Email,Pending,No,Email,N/A,9395,5455
9139,Chat,Pending,Yes,Call,11/6/2024,7686,3076
9223,Phone,In-Progress,No,Email,N/A,5506,7604
4058,Chat,Escalated,No,Email,N/A,3053,9988
